	ViP	sViP	IFIH1	anti_MDA5ILD_PBMC_36309526	Anti_Muscle_IFN_31434690	IPF52_28942086	IPF11Yang_22761659	HP_34183448	
GSM5370588	-21.485977	-21.485977	0.036932	-0.408962	-0.050961	-2.146540	1.913100	-3.326311
GSM5370589	-30.314165	-30.314165	-0.453762	-1.236982	0.642516	-0.638788	0.313823	-8.588000
GSM5370590	-43.947318	-43.947318	-0.780029	-2.230060	-2.153695	-1.858977	0.100908	-7.612060
GSM5370591	-30.881965	-30.881965	-0.440762	-2.029803	-0.305747	-1.656149	-0.466114	-7.844415
GSM5370592	-48.957402	-48.957402	-0.857471	-4.271128	-1.665700	-1.179415	-2.057088	-6.955841
GSM5370593	-75.957261	-75.957261	-0.984966	-8.401137	-7.965358	-1.730686	-2.045748	-5.697543
GSM5370594	-38.699770	-38.699770	-0.489271	-5.547242	-3.584652	-2.238244	-3.144866	-2.500152
GSM5370595	-47.314911	-47.314911	0.089332	-4.642221	-3.056064	-2.642075	-2.518528	-8.272523
GSM5370596	-39.748472	-39.748472	-0.561159	-5.062369	-3.239971	-1.826018	0.985084	-6.409531
GSM5370597	-31.681368	-31.681368	-0.162269	-3.626717	-2.020074	-1.946177	1.823956	-8.579117
GSM5370598	-12.916269	-12.916269	0.023554	6.154542	5.864718	1.241239	-2.620783	-10.007969
GSM5370599	-55.681273	-55.681273	-0.799978	-7.624495	-6.340331	-1.174948	1.842592	-4.788255
GSM5370600	-38.169905	-38.169905	-0.481284	-5.737406	-3.098414	-5.162290	0.435671	-6.112083
GSM5370601	-12.594334	-12.594334	0.177377	3.177875	2.994565	-2.912307	-0.836468	-3.665400
GSM5370602	-26.149853	-26.149853	-0.374019	-3.792761	-2.879790	-3.027742	0.050300	-4.609409
GSM5370603	-17.888740	-17.888740	0.021192	-1.308524	0.210071	-1.004810	1.198580	-4.277871
GSM5370604	-62.177847	-62.177847	-0.469066	-8.855425	-8.388879	-1.617556	1.726455	-6.377215
GSM5370605	-68.688487	-68.688487	-0.892774	-9.016546	-8.355348	0.115077	-2.628664	-5.610078
GSM5370606	-39.023328	-39.023328	-0.368871	-3.165510	-2.272385	-1.354012	0.128520	-6.958644
GSM5370607	-47.964829	-47.964829	-0.439828	-6.726740	-3.566794	-3.605484	-0.684513	-7.227612
GSM5370608	-41.663272	-41.663272	-0.326825	-4.912029	-4.081650	-2.015641	-1.115945	-4.599460
