	ViP	sViP	IFIH1	anti_MDA5ILD_PBMC_36309526	Anti_Muscle_IFN_31434690	IPF52_28942086	IPF11Yang_22761659	HP_34183448	
GSM5137947	-77.990081	-77.990081	-0.304403	2.257606	0.645203	0.483401	-4.769269	-10.453480
GSM5137948	-68.694620	-68.694620	0.119999	1.785024	1.022194	-1.748313	-1.916712	-9.585902
GSM5137949	-74.535972	-74.535972	0.038090	0.357463	-0.189758	0.365553	-0.891675	-9.504748
GSM5137950	-62.908285	-62.908285	0.173829	4.221544	2.302432	1.284978	-2.738974	-8.887684
GSM5137951	-82.043087	-82.043087	0.184707	2.483689	1.148172	-1.473132	-3.106361	-7.432375
GSM5137952	-119.313852	-119.313852	-0.626867	-7.514328	-6.579052	-1.578925	-2.842987	-9.533272
GSM5137953	-76.820976	-76.820976	0.005153	1.276616	1.340271	-0.165009	-3.939561	-11.456306
GSM5137954	-76.274151	-76.274151	0.037678	-1.279908	-2.067905	-2.138560	-0.805997	-6.751732
GSM5137955	-73.639283	-73.639283	0.075870	1.905269	1.924585	-0.027321	-2.922638	-8.214467
GSM5137956	-73.328317	-73.328317	0.029652	0.968294	0.794080	0.049444	-1.660254	-10.850772
GSM5137957	-58.372503	-58.372503	0.261889	2.558532	1.154901	-0.731292	-3.825644	-8.356116
GSM5137958	-112.931185	-112.931185	-0.544494	-6.738264	-5.987086	-0.270548	-3.545447	-9.539696
GSM5137959	-121.127599	-121.127599	-0.532932	-5.352143	-4.997104	0.254029	-3.877865	-10.863450
GSM5137960	-94.805576	-94.805576	-0.146994	-4.010206	-2.262350	-1.617028	-3.192885	-10.002214
GSM5137961	-65.371535	-65.371535	0.199824	1.109971	-0.369547	-1.596825	-2.217112	-12.118052
GSM5137962	-79.322850	-79.322850	0.119331	-0.028088	-1.005201	-2.907920	-2.415057	-7.898906
GSM5137963	-50.687542	-50.687542	0.525012	5.300379	3.946076	-1.452277	-3.993358	-10.929098
GSM5137964	-90.657400	-90.657400	-0.117596	-4.444070	-3.874230	-1.821176	0.872682	-6.032251
GSM5137965	-64.509407	-64.509407	0.286429	3.044409	1.775052	-2.713767	0.334545	-9.363316
GSM5137966	-65.929686	-65.929686	0.333228	1.766044	1.103873	-2.490227	-0.756927	-9.458180
GSM5137967	-72.668603	-72.668603	0.124898	0.466138	-1.196989	0.636394	-0.363632	-8.872836
GSM5137968	-40.643814	-40.643814	0.463491	5.062902	3.608337	-0.901644	-1.422112	-5.356861
GSM5137969	-75.393389	-75.393389	0.060759	-1.335377	-1.088727	-2.228673	-3.141071	-5.991790
GSM5137970	-79.325823	-79.325823	0.012158	0.853986	-0.115935	0.736978	-1.200333	-7.987179
GSM5137971	-90.835414	-90.835414	-0.219772	-3.732417	-0.917037	-0.052055	-1.046306	-13.195866
GSM5137972	-75.287206	-75.287206	0.090241	-0.896092	-1.623001	-1.512594	-2.703375	-7.471786
GSM5137973	-47.783761	-47.783761	0.622556	4.944116	3.526263	-0.751457	-2.000606	-8.668725
GSM5137974	-42.696455	-42.696455	0.475289	6.345262	5.050336	-0.702881	-0.547046	-9.578275
GSM5137975	-51.145096	-51.145096	0.244963	5.520663	4.242728	-0.503144	-1.555208	-5.996359
GSM5137976	-57.776661	-57.776661	-0.079213	4.420491	2.472049	-0.498779	-3.711268	-8.710589
GSM5137977	-95.542218	-95.542218	-0.399736	-3.902624	-3.844542	-0.953768	-3.188096	-7.498713
GSM5137978	-66.359963	-66.359963	0.088398	3.390591	1.836249	-0.935653	-2.106563	-7.658958
GSM5137979	-74.257947	-74.257947	-0.064770	1.335268	0.696535	0.337206	-2.184781	-7.301694
GSM5137980	-106.723376	-106.723376	-0.542960	-8.517934	-7.053984	-1.099643	-0.701192	-11.116409
GSM5137981	-111.723277	-111.723277	-0.471188	-7.194818	-7.005611	-1.990832	-1.127405	-4.546324
GSM5137982	-78.567310	-78.567310	-0.053762	0.887631	0.221500	0.718746	-3.806507	-7.313554
GSM5137983	-95.316625	-95.316625	-0.498038	-8.445929	-7.387092	-3.299874	-4.939456	-2.169869
GSM5137984	-99.492702	-99.492702	-0.751840	-5.326690	-4.160450	-1.212152	-2.811697	-5.978052
GSM5137985	-106.197724	-106.197724	-0.343017	-4.903613	-5.210341	-0.577881	-3.348381	-9.454179
GSM5137986	-83.277588	-83.277588	-0.243079	-0.104967	-0.368536	-0.381750	-5.376313	-9.310879
GSM5137987	-119.002233	-119.002233	-0.478183	-6.871360	-6.173730	-0.618201	-4.284203	-8.513391
GSM5137988	-63.244682	-63.244682	0.254805	2.175501	1.979877	0.377707	-4.388146	-11.163022
